source	attribute_name	cluster_id	predicate_name	top1	top2	top3
www.pc-canada.com	dvi	14	dvi_port	('Yes', 89)	('No', 1)	
www.mediashopuk.com	dvii ports quantity	14	dvi_port	('1', 7)		
www.ebay.com	dvi	14	dvi_port	('Yes', 134)	('1', 8)	('No', 7)
www.ebay.com	number of dvi	14	dvi_port	('1', 7)		
www.jrlinton.co.uk	dvi	14	dvi_port	('Yes', 840)	('No', 42)	
www.mrhightech.com	dvi port	14	dvi_port	('Yes', 68)	('No', 18)	
www.pcconnection.com	digital video standard	14	dvi_port	('Digital Visual Interface (DVI)', 84)		
www.officedepot.com	dvi	14	dvi_port	('Yes', 155)	('No', 2)	
www.itenergy.co.uk	dvi	14	dvi_port	('Yes', 292)	('No', 10)	
www.xpcpro.com	dvi port	14	dvi_port	('Y', 124)	('N', 37)	
www.cleverboxes.com	digital in	14	dvi_port	('1 x DVI-D', 168)	('1 x DVI-D (with HDCP)', 74)	('1 x DVI', 51)
ca.pcpartpicker.com	dvi	14	dvi_port	('1', 480)	('2', 17)	('3', 1)
www.xpcpro.com	dvii ports quantity	14	dvi_port	('-', 12)	('1', 4)	
www.planet-computer.it	porta dvi	14	dvi_port	('Si', 69)	('No', 20)	('N', 17)
www.softwarecity.ca	dvi	14	dvi_port	('Yes', 280)	('No', 12)	
www.cleverboxes.com	dvi	14	dvi_port	('Yes', 9)		
www.best-deal-items.com	dvi	14	dvi_port	('Yes', 10)		
www.hardware-planet.it	quantità porte dvid	18	dvi_port	('1', 180)	('2', 4)	('11', 1)
www.best-deal-items.com	dvid ports	18	dvi_port	('1', 5)		
www.xpcpro.com	dvid ports quantity	18	dvi_port	('1', 186)	('2', 6)	('-', 2)
www.ebay.com	dvid input	18	dvi_port	('Yes', 12)	('No', 5)	
www.best-deal-items.com	dvid ports quantity	18	dvi_port	('1', 5)		
www.mediashopuk.com	dvid ports quantity	18	dvi_port	('1', 113)		
www.nexus-t.co.uk	dvid ports	18	dvi_port	('1', 92)		
ca.pcpartpicker.com	dvid duallink	18	dvi_port	('1', 16)		
www.makingbuyingeasy.co.uk	dvid ports quantity	18	dvi_port	('1', 325)	('2', 7)	('11', 1)
www.planet-computer.it	quantità porte dvid	18	dvi_port	('1', 88)	('11', 2)	
www.mrhightech.com	dvid ports quantity	18	dvi_port	('1', 113)		
www.ebay.com	dvid	18	dvi_port	('Yes', 3)	('1', 1)	
www.ebay.com	dvid with hdcp input	18	dvi_port	('No', 14)	('Yes', 2)	
www.makingbuyingeasy.co.uk	ethernet lan	35	ethernet_port	('No', 111)	('Yes', 12)	
www.planet-computer.it	collegamento ethernet lan	35	ethernet_port	('N', 34)	('No', 18)	('Si', 3)
www.kingsfieldcomputers.co.uk	network rj45	35	ethernet_port	('Yes', 26)	('No', 12)	
www.hardware-planet.it	collegamento ethernet lan	35	ethernet_port	('N', 44)	('No', 23)	('Si', 2)
www.imldirect.it	network rj45	35	ethernet_port	('No', 15)	('Yes', 15)	
www.planet-computer.it	quantità porte ethernet lan rj45	35	ethernet_port	('1', 3)		
www.itenergy.co.uk	network rj45	35	ethernet_port	('No', 10)	('Yes', 9)	
www.jrlinton.co.uk	network rj45	35	ethernet_port	('Yes', 46)	('No', 23)	
www.mediashopuk.com	ethernet lan	35	ethernet_port	('No', 36)	('Yes', 2)	
www.xpcpro.com	ethernet lan connection	35	ethernet_port	('N', 36)	('Y', 1)	
www.softwarecity.ca	network rj45	35	ethernet_port	('Yes', 17)	('No', 1)	
www.xpcpro.com	ethernet lan	35	ethernet_port	('N', 41)	('Y', 1)	
www.mrhightech.com	ethernet lan	35	ethernet_port	('No', 36)	('Yes', 2)	
www.best-deal-items.com	network rj45	35	ethernet_port	('Yes', 3)		
www.makingbuyingeasy.co.uk	ethernet lan rj45 ports	35	ethernet_port	('1', 15)		
www.officedepot.com	network rj45	35	ethernet_port	('Yes', 5)	('No', 1)	
www.xpcpro.com	hdmi	16	hdmi_port	('Y', 14)	('N', 9)	
ca.pcpartpicker.com	hdmi	16	hdmi_port	('1', 225)	('2', 57)	('3', 2)
www.planet-computer.it	hdmi	16	hdmi_port	('Si', 5)	('N', 3)	
www.itenergy.co.uk	hdmi	16	hdmi_port	('Yes', 149)	('No', 17)	
www.ohc24.ch	hdmi ports qty	16	hdmi_port	('1 port(s)', 5)	('2 port(s)', 2)	('3 port(s)', 1)
www.mediashopuk.com	hdmi ports quantity	16	hdmi_port	('1', 63)	('2', 11)	
www.kingsfieldcomputers.co.uk	hdmi	16	hdmi_port	('Yes', 253)	('No', 39)	
www.ebay.com	number of hdmi inputs	16	hdmi_port	('1', 3)	('2', 3)	
www.jrlinton.co.uk	hdmi	16	hdmi_port	('Yes', 457)	('No', 67)	
www.shopmania.com	hdmi ports	16	hdmi_port	('1', 50)	('2', 16)	
www.hardware-planet.it	quantità porte hdmi	16	hdmi_port	('1', 121)	('2', 36)	('3', 2)
www.odsi.co.uk	hdmi ports qty	16	hdmi_port	('1 port(s). 1 port(s)', 39)	('3 port(s). 3 port(s)', 10)	('1 port(s)', 3)
www.ebay.com	hdmi input	16	hdmi_port	('No', 14)	('Yes', 3)	('1', 1)
www.ebay.com	hdmi ports qty	16	hdmi_port	('1', 6)	('1 port(s), 1 port(s)', 1)	('2', 1)
www.nexus-t.co.uk	hdmi ports	16	hdmi_port	('1', 63)	('2', 26)	
www.cleverboxes.com	hdmi	16	hdmi_port	('Yes', 6)		
www.cleverboxes.com	hdmi ports	16	hdmi_port	('1 x HDMI', 124)	('2 x HDMI', 32)	('1 x HDMI (with HDCP)', 11)
www.mrhightech.com	hdmi ports quantity	16	hdmi_port	('1', 63)	('2', 11)	
www.softwarecity.ca	hdmi	16	hdmi_port	('Yes', 186)	('No', 20)	
www.makingbuyingeasy.co.uk	hdmi ports quantity	16	hdmi_port	('1', 204)	('2', 42)	('3', 2)
www.planet-computer.it	quantità porte hdmi	16	hdmi_port	('1', 40)	('2', 17)	('3', 2)
www.xpcpro.com	hdmi ports quantity	16	hdmi_port	('1', 93)	('2', 22)	('-', 9)
www.officedepot.com	hdmi	16	hdmi_port	('Yes', 68)	('No', 6)	
www.ebay.com	number of hdmi ports	16	hdmi_port	('3', 3)	('2', 2)	
www.imldirect.it	hdmi	16	hdmi_port	('Yes', 318)	('No', 49)	
www.hardware-planet.it	hdmi	16	hdmi_port	('Si', 18)	('N', 4)	
www.pc-canada.com	hdmi	16	hdmi_port	('Yes', 54)	('No', 4)	
www.makingbuyingeasy.co.uk	headphone connectivity	23	headphone_port	('3.5 mm', 61)		
www.mediashopuk.com	headphone out	23	headphone_port	('1', 51)	('Yes', 1)	
www.makingbuyingeasy.co.uk	headphone out	23	headphone_port	('Yes', 15)		
www.hardware-planet.it	connessione cuffia	23	headphone_port	('3.5 mm', 47)		
www.mediashopuk.com	headphone connectivity	23	headphone_port	('3.5 mm', 32)		
www.imldirect.it	headphone	23	headphone_port	('Yes', 174)	('No', 6)	
www.makingbuyingeasy.co.uk	headphone outputs	23	headphone_port	('1', 134)	('2', 6)	('4', 1)
www.pc-canada.com	headphone	23	headphone_port	('Yes', 27)		
www.itenergy.co.uk	headphone	23	headphone_port	('Yes', 80)	('No', 1)	
www.mrhightech.com	headphone connectivity	23	headphone_port	('3.5 mm', 32)		
www.jrlinton.co.uk	headphone	23	headphone_port	('Yes', 233)	('No', 8)	
www.xpcpro.com	headphone connectivity	23	headphone_port	('3.5 mm', 23)		
www.xpcpro.com	headphone outputs	23	headphone_port	('1', 32)		
www.softwarecity.ca	headphone	23	headphone_port	('Yes', 84)	('No', 1)	
www.ebay.com	headphone	23	headphone_port	('Yes', 39)	('No', 1)	
www.mrhightech.com	headphone out	23	headphone_port	('1', 51)	('Yes', 1)	
www.nexus-t.co.uk	headphone jacks	23	headphone_port	('1', 54)		
www.planet-computer.it	connessione cuffia	23	headphone_port	('3.5 mm', 19)		
www.xpcpro.com	headphone out	23	headphone_port	('1', 24)	('Y', 10)	
www.cleverboxes.com	headphone ports	23	headphone_port	('1 x Headphone Port', 63)	('1 x 3.5mm Mini-Jack', 15)	('1 x 3.5mm Stereo Mini Jack', 4)
www.officedepot.com	headphone jack	23	headphone_port	('Yes', 30)	('No', 2)	
www.kingsfieldcomputers.co.uk	headphone	23	headphone_port	('Yes', 136)	('No', 3)	
www.planet-computer.it	frequenza scansione orizzontale	3	horizontal_refresh_rate_max	('30 - 83 kHz', 34)	('30 - 80 kHz', 3)	('24 - 94 kHz', 2)
www.planet-computer.it	range di scansione orizzontale	3	horizontal_refresh_rate_max	('30 - 83 kHz', 62)	('24 - 94 kHz', 7)	('30 - 90 kHz', 4)
www.makingbuyingeasy.co.uk	horizontal scan range	3	horizontal_refresh_rate_max	('30 - 83 kHz', 80)	('30 - 80 kHz', 29)	('31.5 - 80 kHz', 26)
www.mediashopuk.com	digital horizontal frequency	3	horizontal_refresh_rate_max	('30 - 83 kHz', 20)	('30 - 80 kHz', 12)	('30 - 82 kHz', 6)
www.mediashopuk.com	horizontal scan range	3	horizontal_refresh_rate_max	('30 - 83 kHz', 22)	('30 - 80 kHz', 11)	('24 - 80 kHz', 5)
www.makingbuyingeasy.co.uk	digital horizontal frequency	3	horizontal_refresh_rate_max	('30 - 83 kHz', 51)	('30 - 80 kHz', 26)	('24 - 83 kHz', 8)
www.vology.com	horizontal refresh rate	3	horizontal_refresh_rate_max	('83 kHz', 57)	('24 - 94 kHz', 44)	('24 - 83 kHz', 35)
www.mrhightech.com	digital horizontal frequency	3	horizontal_refresh_rate_max	('30 - 83 kHz', 20)	('30 - 80 kHz', 12)	('24 - 82 kHz', 6)
www.xpcpro.com	horizontal scan range	3	horizontal_refresh_rate_max	('30 - 83 kHz', 45)	('24 - 80 kHz', 15)	('30 - 80 kHz', 10)
www.nexus-t.co.uk	horizontal frequency range	3	horizontal_refresh_rate_max	('30KHz - 83KHz', 26)	('30kHz - 83kHz', 12)	('30kHz - 80kHz', 8)
www.xpcpro.com	digital horizontal frequency	3	horizontal_refresh_rate_max	('30 - 83 kHz', 31)	('30 - 80 kHz', 10)	('24 - 82 kHz', 9)
www.softwarecity.ca	horizontal frequency	3	horizontal_refresh_rate_max	('83 kHz', 39)	('94 kHz', 15)	('80 kHz', 11)
www.odsi.co.uk	horizontal refresh rate	3	horizontal_refresh_rate_max	('24 - 82 kHz', 16)	('31.5 - 83 kHz', 14)	('31.5 - 81.1 kHz', 8)
www.mrhightech.com	horizontal scan range	3	horizontal_refresh_rate_max	('30 - 83 kHz', 22)	('30 - 80 kHz', 11)	('24 - 80 kHz', 5)
www.hardware-planet.it	velocità refresh orizzontale	3	horizontal_refresh_rate_max	('31 - 80 KHz', 1)	('30 - 80 kHz', 1)	('24 - 83 kHz', 1)
www.best-deal-items.com	digital horizontal frequency	3	horizontal_refresh_rate_max	('24 - 82 kHz', 2)	('30 - 83 kHz', 1)	('30 - 80 kHz', 1)
www.hardware-planet.it	frequenza scansione orizzontale	3	horizontal_refresh_rate_max	('30 - 83 kHz', 56)	('30 - 80 kHz', 27)	('24 - 80 kHz', 9)
www.hardware-planet.it	range di scansione orizzontale	3	horizontal_refresh_rate_max	('30 - 83 kHz', 57)	('30 - 80 kHz', 23)	('24 - 80 kHz', 20)
www.ebay.com	horizontal refresh rate	3	horizontal_refresh_rate_max	('30 - 83 kHz', 6)	('24 - 94 kHz', 5)	('83 kHz', 4)
www.cleverboxes.com	scan frequency horizontal	3	horizontal_refresh_rate_max	('30KHz to 83KHz', 56)	('30KHz to 80KHz', 19)	('24KHz to 80KHz', 15)
www.best-deal-items.com	horizontal refresh rate	3	horizontal_refresh_rate_max	('81 kHz', 1)	('30 - 81 kHz', 1)	('80 kHz', 1)
www.best-deal-items.com	horizontal scan range	3	horizontal_refresh_rate_max	('31.5 - 80 kHz', 4)	('24 - 80 kHz', 2)	('30 - 80 kHz', 1)
www.planet-computer.it	frequenza scansione orizzontale	3	horizontal_refresh_rate_range	('30 - 83 kHz', 34)	('30 - 80 kHz', 3)	('24 - 94 kHz', 2)
www.planet-computer.it	range di scansione orizzontale	3	horizontal_refresh_rate_range	('30 - 83 kHz', 62)	('24 - 94 kHz', 7)	('30 - 90 kHz', 4)
www.makingbuyingeasy.co.uk	horizontal scan range	3	horizontal_refresh_rate_range	('30 - 83 kHz', 80)	('30 - 80 kHz', 29)	('31.5 - 80 kHz', 26)
www.mediashopuk.com	digital horizontal frequency	3	horizontal_refresh_rate_range	('30 - 83 kHz', 20)	('30 - 80 kHz', 12)	('30 - 82 kHz', 6)
www.mediashopuk.com	horizontal scan range	3	horizontal_refresh_rate_range	('30 - 83 kHz', 22)	('30 - 80 kHz', 11)	('24 - 80 kHz', 5)
www.makingbuyingeasy.co.uk	digital horizontal frequency	3	horizontal_refresh_rate_range	('30 - 83 kHz', 51)	('30 - 80 kHz', 26)	('24 - 83 kHz', 8)
www.vology.com	horizontal refresh rate	3	horizontal_refresh_rate_range	('83 kHz', 57)	('24 - 94 kHz', 44)	('24 - 83 kHz', 35)
www.mrhightech.com	digital horizontal frequency	3	horizontal_refresh_rate_range	('30 - 83 kHz', 20)	('30 - 80 kHz', 12)	('24 - 82 kHz', 6)
www.xpcpro.com	horizontal scan range	3	horizontal_refresh_rate_range	('30 - 83 kHz', 45)	('24 - 80 kHz', 15)	('30 - 80 kHz', 10)
www.nexus-t.co.uk	horizontal frequency range	3	horizontal_refresh_rate_range	('30KHz - 83KHz', 26)	('30kHz - 83kHz', 12)	('30kHz - 80kHz', 8)
www.xpcpro.com	digital horizontal frequency	3	horizontal_refresh_rate_range	('30 - 83 kHz', 31)	('30 - 80 kHz', 10)	('24 - 82 kHz', 9)
www.softwarecity.ca	horizontal frequency	3	horizontal_refresh_rate_range	('83 kHz', 39)	('94 kHz', 15)	('80 kHz', 11)
